,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,budget,title_year,actor_2_facebook_likes,imdb_score,G,PG,PG-13,R,gross
1205,216.0,128.0,241.0,898.0,11000.0,16911,0.0,200.0,40000000.0,2013.0,3000.0,7.5,0,0,1,0,95001343.0
2485,239.0,101.0,448.0,83.0,482.0,956,0.0,1109.0,17000000.0,2001.0,203.0,7.6,0,0,1,0,96471845.0
4491,122.0,111.0,50.0,612.0,2000.0,4288,0.0,231.0,1200000.0,2000.0,710.0,7.7,0,0,0,1,9180275.0
189,401.0,116.0,14000.0,807.0,10000.0,12758,0.0,2741.0,132000000.0,2005.0,1000.0,6.5,0,0,1,0,234277056.0
2084,92.0,127.0,102.0,1000.0,2000.0,6657,0.0,174.0,20000000.0,2002.0,1000.0,7.0,1,0,0,0,75597042.0
931,457.0,112.0,3000.0,1000.0,15000.0,21773,1.0,623.0,50000000.0,2012.0,3000.0,7.0,0,0,0,1,218628680.0
1096,208.0,122.0,117.0,140.0,40000.0,41636,1.0,541.0,35000000.0,2001.0,1000.0,6.8,0,0,0,1,31598308.0
3134,183.0,98.0,58.0,242.0,14000.0,15251,0.0,330.0,10000000.0,2009.0,537.0,5.9,0,0,1,0,25464480.0
1349,98.0,115.0,150.0,789.0,970.0,3770,1.0,234.0,38000000.0,2002.0,919.0,5.6,0,0,1,0,39177215.0
1719,124.0,88.0,108.0,135.0,876.0,1518,1.0,142.0,30000000.0,2006.0,142.0,7.0,0,1,0,0,2975649.0
1853,55.0,100.0,8.0,588.0,1000.0,3742,4.0,44.0,26000000.0,2004.0,934.0,4.5,0,1,0,0,23222861.0
1745,148.0,88.0,64.0,363.0,1000.0,2567,0.0,214.0,12000000.0,2004.0,857.0,4.9,0,0,0,1,17016190.0
2423,190.0,86.0,62.0,59.0,390.0,727,1.0,248.0,18000000.0,2009.0,258.0,5.8,0,0,0,1,23993605.0
983,276.0,141.0,71.0,3000.0,21000.0,30183,1.0,275.0,50000000.0,2014.0,3000.0,7.4,0,0,0,1,47105085.0
975,157.0,129.0,21000.0,283.0,495.0,1397,1.0,506.0,50000000.0,1997.0,294.0,7.8,0,0,0,1,48265581.0
2844,90.0,100.0,38.0,460.0,833.0,2800,4.0,42.0,12500000.0,2014.0,807.0,6.1,0,0,0,1,48637684.0
3698,411.0,104.0,16.0,82.0,14000.0,14504,0.0,440.0,15000000.0,2016.0,338.0,7.3,0,0,1,0,71897215.0
3909,27.0,93.0,69.0,69.0,522.0,955,2.0,38.0,4000000.0,2001.0,231.0,4.6,0,0,0,1,10097096.0
215,85.0,102.0,323.0,241.0,845.0,1815,1.0,546.0,85000000.0,1999.0,372.0,6.6,0,0,0,1,32694788.0
1705,65.0,101.0,3.0,120.0,448.0,842,0.0,129.0,23000000.0,2004.0,143.0,6.1,0,0,1,0,12189514.0
528,122.0,136.0,0.0,904.0,12000.0,15999,1.0,415.0,75000000.0,1996.0,2000.0,7.4,0,0,0,1,134006721.0
3729,92.0,95.0,596.0,697.0,1000.0,3300,2.0,153.0,5000000.0,2001.0,835.0,6.2,0,0,0,1,16017403.0
779,161.0,100.0,0.0,210.0,436.0,1395,1.0,322.0,60000000.0,2003.0,399.0,6.3,0,0,1,0,35096190.0
1480,101.0,92.0,16.0,734.0,3000.0,6327,1.0,84.0,35000000.0,2010.0,1000.0,3.8,0,1,0,0,17596256.0
1352,106.0,102.0,43.0,280.0,308.0,1440,0.0,180.0,38000000.0,2001.0,285.0,5.6,0,0,0,1,24044532.0
4289,107.0,100.0,90.0,65.0,168.0,408,0.0,44.0,2000000.0,2007.0,142.0,8.1,0,1,0,0,1134049.0
746,171.0,146.0,12000.0,451.0,18000.0,20454,2.0,690.0,70000000.0,2004.0,992.0,7.7,0,0,0,1,77862546.0
3078,108.0,103.0,57.0,132.0,541.0,1228,0.0,349.0,10600000.0,2002.0,451.0,5.4,0,0,1,0,22160085.0
3699,106.0,87.0,79.0,218.0,608.0,1770,0.0,327.0,5000000.0,2002.0,362.0,6.6,0,0,0,1,64267897.0
319,78.0,94.0,6.0,227.0,490.0,1195,0.0,239.0,84000000.0,2005.0,294.0,2.2,0,1,0,0,17010646.0
2931,153.0,102.0,22.0,816.0,1000.0,4065,2.0,165.0,12000000.0,2008.0,954.0,6.6,0,0,0,1,38087366.0
2714,132.0,102.0,11.0,1000.0,15000.0,33153,4.0,104.0,15000000.0,2008.0,14000.0,6.2,0,0,1,0,6409206.0
2871,39.0,99.0,7.0,730.0,3000.0,6485,3.0,39.0,13000000.0,1999.0,1000.0,6.0,0,0,0,1,5871603.0
1781,100.0,97.0,710.0,258.0,497.0,1805,2.0,167.0,28000000.0,2000.0,347.0,4.8,0,0,0,1,16779636.0
2289,175.0,101.0,53.0,580.0,14000.0,16926,1.0,129.0,20000000.0,2015.0,1000.0,6.6,0,0,0,1,13650738.0
2843,275.0,102.0,51.0,360.0,13000.0,20330,3.0,171.0,13000000.0,2014.0,6000.0,7.3,0,0,1,0,44134898.0
8,635.0,141.0,0.0,19000.0,26000.0,92000,4.0,1117.0,250000000.0,2015.0,21000.0,7.5,0,0,1,0,458991599.0
1932,114.0,89.0,31.0,71.0,285.0,667,0.0,292.0,25000000.0,1998.0,81.0,5.3,0,0,0,1,32368960.0
3054,203.0,109.0,64.0,553.0,16000.0,17866,2.0,147.0,11000000.0,2015.0,638.0,7.3,0,0,1,0,33305037.0
2951,164.0,99.0,192.0,282.0,347.0,1254,0.0,374.0,12000000.0,1999.0,301.0,7.0,0,0,0,1,21133087.0
1050,125.0,93.0,11000.0,484.0,3000.0,5390,2.0,254.0,48000000.0,2000.0,575.0,6.0,0,0,1,0,37879996.0
244,231.0,120.0,19.0,9000.0,26000.0,46719,2.0,134.0,115000000.0,2016.0,11000.0,6.1,0,0,1,0,47952020.0
2272,289.0,95.0,4.0,80.0,788.0,1414,2.0,236.0,20000000.0,2012.0,447.0,6.1,0,0,1,0,14291570.0
197,349.0,100.0,0.0,894.0,10000.0,14168,0.0,744.0,130000000.0,2013.0,943.0,4.9,0,0,1,0,60522097.0
248,181.0,112.0,13.0,799.0,5000.0,8306,1.4359907376778036,115.0,135000000.0,2016.0,833.0,6.3,0,0,1,0,81638674.0
1870,242.0,129.0,0.0,655.0,2000.0,4264,1.0,320.0,25100000.0,2008.0,826.0,6.4,0,0,1,0,25517500.0
1709,193.0,134.0,12.0,329.0,891.0,1873,2.0,87.0,36998505.3,2010.0,460.0,7.3,0,0,0,1,7501404.0
431,91.0,82.0,62.0,615.0,975.0,3326,0.0,63.0,85000000.0,2010.0,760.0,4.3,0,1,0,0,43575716.0
1087,127.0,83.0,322.0,179.0,1000.0,1645,7.0,548.0,45000000.0,2001.0,422.0,5.2,0,0,0,1,71277420.0
2545,576.0,100.0,405.0,628.0,996.0,4606,0.0,583.0,15000000.0,2011.0,897.0,8.0,0,0,1,0,44667095.0
3591,18.0,106.0,44.0,328.0,865.0,2724,0.0,50.0,6000000.0,1999.0,405.0,6.9,0,0,0,1,25047631.0
1334,276.0,119.0,0.0,279.0,2000.0,2853,0.0,1594.0,40000000.0,2005.0,505.0,8.0,0,0,1,0,25335935.0
1001,99.0,95.0,0.0,323.0,13000.0,14706,1.0,150.0,50000000.0,1999.0,559.0,5.9,0,0,0,1,27067160.0
511,169.0,95.0,18.0,18.0,622.0,848,0.0,85.0,78000000.0,2013.0,161.0,6.5,0,1,0,0,119793567.0
52,575.0,131.0,0.0,919.0,16000.0,19166,0.0,1106.0,190000000.0,2013.0,968.0,7.0,0,0,1,0,101785482.0
3037,80.0,101.0,163.0,488.0,683.0,2436,1.0,962.0,11000000.0,2002.0,548.0,7.4,0,1,0,0,41227069.0
1037,195.0,135.0,628.0,830.0,22000.0,24316,2.0,209.0,36998505.3,2009.0,882.0,7.4,0,0,0,1,7994115.0
452,490.0,138.0,17000.0,163.0,29000.0,29585,0.0,964.0,80000000.0,2010.0,223.0,8.1,0,0,0,1,127968405.0
1240,195.0,96.0,192.0,501.0,40000.0,41293,1.0,531.0,40000000.0,2004.0,534.0,6.6,0,0,1,0,47781388.0
2525,106.0,98.0,541.0,71.0,214.0,409,1.0,113.0,17000000.0,2003.0,96.0,6.9,0,0,0,1,1569918.0
3369,135.0,90.0,5.0,297.0,449.0,1534,1.0,148.0,8000000.0,2008.0,332.0,5.2,0,0,1,0,25926543.0
910,106.0,124.0,161.0,681.0,21000.0,26334,1.0,63.0,55000000.0,2007.0,3000.0,5.9,0,0,1,0,5755286.0
3204,49.0,101.0,3.0,826.0,14000.0,17665,0.0,91.0,10000000.0,2000.0,1000.0,5.7,0,0,0,1,1631839.0
605,371.0,118.0,0.0,559.0,13000.0,27674,7.0,403.0,70000000.0,2014.0,13000.0,6.1,0,0,1,0,78031620.0
262,172.0,103.0,67.0,111.0,383.0,692,3.0,153.0,110000000.0,2011.0,113.0,5.5,0,1,0,0,142614158.0
2550,56.0,80.0,11.0,499.0,911.0,3058,2.0,307.0,16000000.0,2002.0,521.0,3.3,0,1,0,0,40363530.0
2268,111.0,88.0,82.0,329.0,869.0,2857,0.0,359.0,25000000.0,2008.0,624.0,1.9,0,0,1,0,14174654.0
2996,121.0,91.0,60.0,18.0,60.0,141,4.0,50.0,12000000.0,2007.0,46.0,6.3,0,0,1,0,1506998.0
4737,46.0,86.0,7.0,17.0,328.0,407,0.0,74.0,500000.0,2000.0,27.0,6.5,0,0,0,1,1114943.0
2265,222.0,105.0,909.0,173.0,1000.0,2327,0.0,188.0,36998505.3,2009.0,909.0,7.4,0,0,0,1,14359793.0
2678,172.0,108.0,79.0,537.0,775.0,3033,2.0,152.0,15000000.0,2014.0,614.0,6.3,0,0,0,1,24984868.0
4653,115.0,88.0,15.0,567.0,938.0,3770,0.0,34.0,850000.0,2012.0,904.0,6.0,0,0,0,1,1243961.0
3773,109.0,110.0,19.0,39.0,25000.0,25676,0.0,89.0,5000000.0,2008.0,579.0,6.8,0,0,1,0,4040588.0
790,77.0,101.0,93.0,218.0,287.0,993,2.0,213.0,87000000.0,2005.0,233.0,4.3,0,0,1,0,26082914.0
4458,116.0,120.0,0.0,452.0,26000.0,28294,1.0,523.0,960000.0,1998.0,1000.0,8.2,0,0,0,1,3650677.0
922,127.0,104.0,13.0,343.0,961.0,2422,3.0,180.0,52000000.0,2003.0,691.0,5.5,0,0,1,0,23020488.0
3131,189.0,97.0,11.0,220.0,1000.0,2403,0.0,126.0,10000000.0,2015.0,412.0,5.2,0,0,0,1,27736779.0
4494,99.0,85.0,91.0,849.0,1000.0,4289,1.0,186.0,1200000.0,1999.0,1000.0,6.6,0,0,0,1,2199853.0
4350,359.0,100.0,108.0,534.0,17000.0,20051,1.0,371.0,30000000.0,2013.0,2000.0,5.9,0,0,0,1,35266619.0
713,177.0,100.0,12.0,311.0,419.0,1412,3.0,255.0,55784951.6,2007.0,330.0,5.9,0,0,1,0,168213584.0
4078,16.0,94.0,9.0,200.0,927.0,1936,3.0,8.0,36998505.3,1999.0,209.0,5.2,0,0,0,1,9016377.0
2563,67.0,94.0,7.0,95.0,3000.0,3451,3.0,134.0,16000000.0,2000.0,240.0,5.3,0,0,1,0,20627372.0
3670,62.0,116.0,0.0,476.0,907.0,2723,0.0,202.0,5500000.0,2005.0,637.0,5.6,0,0,1,0,50382128.0
398,239.0,108.0,521.0,129.0,13000.0,14161,1.0,806.0,75000000.0,2004.0,805.0,7.8,0,0,1,0,176049130.0
791,225.0,87.0,124.0,77.0,865.0,1417,0.0,233.0,60000000.0,2011.0,441.0,5.7,0,0,1,0,29136626.0
1711,184.0,88.0,65.0,681.0,3000.0,5706,3.0,95.0,30000000.0,2013.0,697.0,5.6,0,0,0,1,19316646.0
519,165.0,87.0,11.0,745.0,1000.0,4782,0.0,155.0,75000000.0,2016.0,904.0,6.8,0,1,0,0,323505540.0
1806,83.0,115.0,39.0,685.0,11000.0,14322,1.0,143.0,27000000.0,1997.0,956.0,6.6,0,0,0,1,60491560.0
3516,389.0,112.0,159.0,77.0,3000.0,3547,0.0,301.0,7000000.0,2011.0,294.0,7.5,0,0,0,1,1738692.0
2095,248.0,108.0,0.0,690.0,13000.0,16031,1.0,175.0,21000000.0,2009.0,734.0,6.5,0,0,0,1,33313582.0
59,162.0,91.0,420.0,173.0,268.0,1125,2.0,221.0,140000000.0,2007.0,268.0,6.2,0,0,1,0,140080850.0
637,125.0,121.0,18.0,776.0,1000.0,3986,4.0,435.0,65000000.0,1999.0,855.0,6.0,0,0,1,0,29655590.0
2903,167.0,101.0,10.0,472.0,1000.0,3142,2.0,126.0,16000000.0,2009.0,668.0,5.1,0,0,0,1,11956207.0
1213,374.0,147.0,436.0,175.0,3000.0,3924,1.0,1732.0,40000000.0,2005.0,472.0,8.1,0,0,0,1,74098862.0
572,91.0,87.0,41.0,574.0,1000.0,3287,0.0,79.0,72000000.0,2001.0,692.0,4.6,0,1,0,0,112950721.0
896,190.0,123.0,488.0,2000.0,5000.0,12700,0.0,495.0,57000000.0,2005.0,4000.0,6.4,0,0,1,0,26838389.0
1331,110.0,102.0,36.0,433.0,747.0,1930,1.0,184.0,55784951.6,2007.0,452.0,5.6,0,0,1,0,42640890.0
662,307.0,95.0,480.0,490.0,21000.0,23018,3.0,285.0,65000000.0,2010.0,561.0,6.6,0,0,0,1,100448498.0
880,153.0,143.0,541.0,530.0,18000.0,20660,0.0,2047.0,70000000.0,2004.0,893.0,7.4,0,0,1,0,51225796.0
253,192.0,142.0,776.0,1000.0,13000.0,19454,1.0,1144.0,110000000.0,2000.0,2000.0,7.1,0,0,0,1,113330342.0
2580,146.0,118.0,369.0,295.0,1000.0,1889,1.0,88.0,16000000.0,2007.0,418.0,7.2,0,0,0,1,2849142.0
1826,95.0,93.0,31.0,57.0,783.0,1044,2.0,167.0,28000000.0,2001.0,132.0,6.3,0,0,0,1,5204007.0
1861,116.0,103.0,11000.0,277.0,11000.0,12534,0.0,178.0,26000000.0,2001.0,893.0,6.8,0,0,1,0,7496522.0
2224,91.0,105.0,99.0,518.0,2000.0,4813,6.0,136.0,20000000.0,2010.0,938.0,5.8,0,1,0,0,25677801.0
765,219.0,96.0,7.0,642.0,874.0,3151,3.0,122.0,60000000.0,2014.0,668.0,6.8,0,1,0,0,50807639.0
1190,362.0,129.0,456.0,716.0,1000.0,4585,0.0,1360.0,40000000.0,2015.0,935.0,4.1,0,0,0,1,166147885.0
3403,163.0,101.0,16.0,472.0,943.0,2786,3.0,150.0,8000000.0,2010.0,769.0,7.2,0,0,1,0,6350058.0
585,191.0,132.0,357.0,212.0,14000.0,14790,0.0,737.0,70000000.0,2002.0,223.0,5.8,0,0,1,0,141204016.0
443,180.0,85.0,255.0,443.0,1000.0,3112,0.0,367.0,80000000.0,2002.0,533.0,7.2,0,1,0,0,145771527.0
635,280.0,125.0,3000.0,3000.0,14000.0,30010,0.0,229.0,68000000.0,2015.0,11000.0,6.4,0,0,0,1,81257500.0
3274,439.0,130.0,3000.0,844.0,10000.0,15835,1.0,551.0,7400000.0,2011.0,4000.0,7.1,0,0,0,1,3029870.0
1960,233.0,93.0,27.0,49.0,960.0,1749,0.0,351.0,8000000.0,2008.0,664.0,5.9,0,0,0,1,17427926.0
4274,171.0,105.0,117.0,18.0,13000.0,13145,0.0,129.0,55784951.6,2010.0,125.0,8.3,0,0,1,0,4311834.0
692,96.0,133.0,521.0,970.0,11000.0,16710,1.0,290.0,64000000.0,1999.0,1000.0,5.1,0,0,0,1,31054924.0
1796,251.0,133.0,0.0,529.0,11000.0,12874,2.0,559.0,30000000.0,2007.0,985.0,7.0,0,0,0,1,148734225.0
2365,36.0,113.0,0.0,256.0,607.0,1465,6.0,59.0,13000000.0,2009.0,269.0,4.1,0,0,1,0,51697449.0
906,279.0,135.0,16000.0,310.0,23000.0,24468,0.0,415.0,90000000.0,2006.0,638.0,7.1,0,0,0,1,33574332.0
1248,77.0,155.0,14000.0,11000.0,12000.0,37570,2.0,227.0,36000000.0,1997.0,11000.0,7.2,0,0,0,1,44175394.0
3156,191.0,96.0,47.0,442.0,3000.0,4053,0.0,234.0,10000000.0,2005.0,497.0,6.8,0,0,0,1,12570442.0
2553,51.0,94.0,14.0,635.0,1000.0,4194,0.0,53.0,35000000.0,2001.0,1000.0,5.4,0,1,0,0,33357476.0
79,370.0,106.0,4000.0,591.0,19000.0,32921,0.0,398.0,175000000.0,2016.0,13000.0,7.8,0,1,0,0,362645141.0
1162,114.0,115.0,73.0,505.0,11000.0,15571,1.0,175.0,42000000.0,2002.0,3000.0,6.3,0,0,1,0,41543207.0
1414,104.0,105.0,8.0,278.0,1000.0,2689,2.0,160.0,35000000.0,2005.0,358.0,5.9,0,0,1,0,67962333.0
102,500.0,132.0,905.0,1000.0,34000.0,50983,3.0,698.0,160000000.0,2011.0,13000.0,7.8,0,0,1,0,146405371.0
3754,45.0,99.0,1000.0,409.0,849.0,2269,1.0,21.0,8000000.0,2009.0,578.0,6.1,0,0,1,0,10572742.0
706,596.0,187.0,16000.0,1000.0,46000.0,49912,1.0,1018.0,44000000.0,2015.0,1000.0,7.9,0,0,0,1,54116191.0
3499,71.0,116.0,107.0,658.0,893.0,3110,1.0,37.0,7000000.0,2014.0,664.0,6.9,0,0,1,0,14612840.0
2316,350.0,125.0,78.0,745.0,1000.0,3979,0.0,180.0,20000000.0,2014.0,969.0,7.0,0,0,0,1,5749134.0
3103,203.0,98.0,70.0,634.0,4000.0,7461,0.0,911.0,10000000.0,2004.0,1000.0,5.9,0,0,1,0,110175871.0
4089,82.0,96.0,70.0,163.0,883.0,1616,0.0,161.0,1900000.0,1999.0,183.0,6.9,0,0,0,1,4170647.0
3169,180.0,94.0,0.0,3000.0,20000.0,41059,10.0,352.0,6000000.0,2013.0,14000.0,4.3,0,0,0,1,8828771.0
1886,146.0,99.0,167.0,460.0,655.0,2394,1.0,109.0,25000000.0,2014.0,521.0,6.2,0,0,1,0,134141530.0
2780,43.0,81.0,54.0,636.0,8000.0,10792,1.0,160.0,14000000.0,1999.0,670.0,5.0,0,0,1,0,30628981.0
3036,216.0,81.0,541.0,328.0,991.0,2562,0.0,629.0,13000000.0,2002.0,465.0,7.1,0,0,0,1,46563158.0
4558,185.0,93.0,7.0,180.0,3000.0,3986,2.0,79.0,36998505.3,2014.0,439.0,6.8,0,0,0,1,5283379.0
3388,231.0,93.0,132.0,216.0,434.0,1183,2.0,142.0,8000000.0,2013.0,265.0,7.1,0,0,1,0,17536788.0
2585,75.0,92.0,29.0,618.0,939.0,3935,9.0,150.0,16000000.0,2004.0,881.0,4.4,0,0,0,1,13922211.0
3567,149.0,105.0,905.0,466.0,27000.0,29277,1.0,263.0,4000000.0,2004.0,594.0,7.4,0,0,0,1,2338695.0
1958,86.0,120.0,0.0,58.0,577.0,1217,1.0,106.0,53575683.2,2005.0,464.0,7.5,0,1,0,0,15331289.0
81,416.0,132.0,274.0,11000.0,26000.0,72881,0.0,710.0,170000000.0,2012.0,17000.0,6.1,0,0,1,0,155111815.0
3779,204.0,94.0,122.0,360.0,23000.0,24994,0.0,458.0,5000000.0,2004.0,1000.0,7.7,0,0,0,1,1082044.0
276,101.0,84.0,50.0,692.0,979.0,3382,0.0,179.0,133000000.0,1999.0,886.0,5.9,0,1,0,0,140015224.0
3053,161.0,100.0,0.0,303.0,11000.0,12237,0.0,463.0,11000000.0,2001.0,472.0,7.3,0,0,0,1,13103828.0
2359,69.0,95.0,15.0,528.0,1000.0,3092,2.0,232.0,20000000.0,2004.0,852.0,5.9,0,1,0,0,51431160.0
672,176.0,118.0,87.0,929.0,2000.0,4796,6.0,213.0,65000000.0,2014.0,1000.0,5.2,0,1,0,0,85911262.0
2797,205.0,85.0,52.0,489.0,1000.0,3050,1.0,673.0,11000000.0,2001.0,935.0,4.4,0,0,0,1,12610731.0
2105,257.0,136.0,0.0,3000.0,19000.0,34838,1.0,899.0,126000000.0,2005.0,12000.0,6.9,0,0,1,0,35799026.0
2517,153.0,107.0,80.0,841.0,2000.0,5992,6.0,217.0,19000000.0,2006.0,2000.0,5.5,0,0,1,0,7156725.0
3143,65.0,100.0,15.0,804.0,1000.0,4789,3.0,104.0,25000000.0,2005.0,962.0,5.5,0,1,0,0,16247775.0
806,223.0,103.0,436.0,437.0,19000.0,20881,1.0,290.0,60000000.0,2008.0,961.0,4.8,0,0,1,0,19781879.0
2005,280.0,122.0,0.0,407.0,12000.0,13809,2.0,212.0,20000000.0,2009.0,463.0,6.7,0,0,0,1,1697956.0
229,476.0,109.0,662.0,1000.0,13000.0,17689,0.0,814.0,115000000.0,2013.0,2000.0,6.6,0,0,0,1,93050117.0
671,280.0,159.0,0.0,521.0,10000.0,11424,1.0,1500.0,65000000.0,1999.0,580.0,7.3,0,0,0,1,55637680.0
315,127.0,95.0,63.0,720.0,23000.0,26940,0.0,217.0,140000000.0,2002.0,770.0,7.1,0,1,0,0,38120554.0
2566,84.0,96.0,22.0,324.0,8000.0,11078,0.0,148.0,16000000.0,2000.0,2000.0,5.6,0,0,1,0,15427192.0
286,400.0,144.0,258.0,834.0,6000.0,9125,1.0,2301.0,150000000.0,2006.0,1000.0,8.0,0,0,1,0,167007184.0
871,265.0,102.0,82.0,537.0,622.0,2488,4.0,207.0,68000000.0,2012.0,591.0,5.7,0,0,0,1,34350553.0
2436,107.0,102.0,0.0,529.0,946.0,4072,1.0,80.0,18000000.0,2009.0,800.0,5.3,0,0,1,0,14793904.0
280,257.0,136.0,0.0,3000.0,19000.0,34839,1.0,899.0,126000000.0,2005.0,12000.0,6.9,0,0,1,0,35799026.0
3294,186.0,94.0,17.0,179.0,607.0,1611,0.0,278.0,9000000.0,2006.0,318.0,4.5,0,0,0,1,16235293.0
3487,137.0,89.0,14.0,270.0,971.0,2517,0.0,120.0,7000000.0,2014.0,479.0,4.0,0,0,0,1,15818967.0
3098,173.0,101.0,13.0,368.0,494.0,2013,0.0,403.0,10000000.0,2005.0,392.0,5.5,0,0,1,0,55865715.0
566,108.0,134.0,272.0,215.0,548.0,1044,3.0,274.0,75000000.0,1998.0,270.0,6.0,0,0,1,0,36976367.0
347,412.0,101.0,212.0,476.0,13000.0,15481,2.0,503.0,92000000.0,2013.0,787.0,5.3,0,0,0,1,67344392.0
574,262.0,125.0,0.0,210.0,15000.0,15850,0.0,657.0,70000000.0,2005.0,383.0,7.1,0,0,0,1,62647540.0
302,333.0,101.0,0.0,279.0,925.0,1738,0.0,388.0,100000000.0,2009.0,468.0,6.8,0,1,0,0,77222184.0
162,292.0,102.0,255.0,953.0,18000.0,23378,5.0,343.0,145000000.0,2014.0,3000.0,7.9,0,1,0,0,176997107.0
4266,211.0,80.0,0.0,3.0,50.0,65,0.0,492.0,2700000.0,2004.0,8.0,8.0,0,0,0,1,5792822.0
4816,110.0,88.0,30.0,0.0,15.0,15,1.0,70.0,1750211.0,2005.0,0.0,7.8,0,0,0,1,1523883.0
1285,104.0,108.0,105.0,616.0,22000.0,34377,1.0,166.0,60000000.0,2002.0,11000.0,6.2,0,0,0,1,22433915.0
201,233.0,95.0,96.0,8000.0,24000.0,46120,3.0,187.0,130000000.0,2010.0,11000.0,7.3,0,1,0,0,148337537.0
3716,274.0,113.0,22000.0,379.0,716.0,1997,0.0,2067.0,9000000.0,2000.0,651.0,8.5,0,0,0,1,25530884.0
227,775.0,124.0,0.0,641.0,13000.0,24098,0.0,2326.0,130000000.0,2012.0,9000.0,7.0,0,0,0,1,126464904.0
1130,125.0,99.0,15.0,61.0,12000.0,12166,1.0,154.0,40000000.0,2008.0,68.0,5.4,0,0,0,1,15279680.0
4285,7.0,120.0,0.0,40.0,178.0,359,1.0,30.0,2000000.0,2003.0,69.0,3.3,0,0,1,0,1098224.0
1457,195.0,101.0,40.0,398.0,2000.0,3612,1.0,245.0,35000000.0,2008.0,648.0,6.2,0,0,0,1,28687835.0
2205,156.0,103.0,189.0,949.0,2000.0,4662,8.0,145.0,19800000.0,2014.0,1000.0,6.6,0,0,0,1,34290142.0
4092,133.0,90.0,132.0,547.0,1000.0,3692,0.0,53.0,36998505.3,2010.0,864.0,6.6,0,0,0,1,4033268.0
1228,100.0,108.0,287.0,823.0,4000.0,8610,0.0,139.0,40000000.0,1998.0,835.0,6.1,0,0,1,0,53955614.0
3042,109.0,110.0,107.0,549.0,664.0,3376,5.0,56.0,11000000.0,2008.0,551.0,7.3,0,0,1,0,37766350.0
15,733.0,143.0,0.0,748.0,15000.0,20495,0.0,2536.0,225000000.0,2013.0,3000.0,7.2,0,0,1,0,291021565.0
2962,325.0,94.0,655.0,390.0,9000.0,10575,1.0,203.0,12000000.0,2011.0,786.0,6.3,0,0,0,1,16300302.0
3797,371.0,94.0,0.0,99.0,432.0,1010,1.4359907376778036,455.0,5000000.0,2015.0,309.0,6.2,0,0,1,0,65069140.0
4112,152.0,99.0,89.0,322.0,962.0,2452,5.0,54.0,55784951.6,2011.0,476.0,5.7,0,0,1,0,1007535.0
1337,211.0,113.0,88.0,785.0,22000.0,36009,1.0,115.0,40000000.0,2013.0,13000.0,6.4,0,0,1,0,29802761.0
2963,170.0,93.0,83.0,501.0,26000.0,28767,1.0,444.0,12000000.0,2006.0,725.0,7.0,0,0,0,1,27829874.0
1918,72.0,105.0,23.0,485.0,1000.0,3535,1.0,59.0,55784951.6,2005.0,619.0,5.5,0,0,1,0,36310118.0
2049,446.0,201.0,0.0,84.0,6000.0,7122,0.0,2618.0,207000000.0,2005.0,918.0,7.2,0,0,1,0,218051260.0
774,211.0,125.0,209.0,896.0,8000.0,10623,0.0,184.0,60000000.0,2009.0,1000.0,6.2,0,0,1,0,40559930.0
159,314.0,150.0,0.0,748.0,23000.0,26490,0.0,657.0,140000000.0,2014.0,893.0,6.1,0,0,1,0,65007045.0
3268,232.0,121.0,0.0,82.0,148.0,448,1.0,228.0,36998505.3,2006.0,114.0,7.6,0,0,0,1,12899702.0
4103,23.0,89.0,269.0,24.0,489.0,539,1.0,14.0,3000000.0,2003.0,26.0,6.6,0,0,0,1,2223990.0
2665,81.0,103.0,20.0,125.0,512.0,1002,2.0,52.0,15000000.0,2010.0,316.0,6.7,1,0,0,0,26161406.0
1535,56.0,124.0,179.0,551.0,11000.0,13093,3.0,175.0,38000000.0,1999.0,617.0,6.0,0,0,0,1,8406264.0
3510,29.0,192.0,147.0,397.0,8000.0,9984,0.0,119.0,7000000.0,2004.0,860.0,7.9,0,0,0,0,2921738.0
1194,319.0,121.0,532.0,127.0,480.0,1261,0.0,420.0,40000000.0,2013.0,449.0,7.6,0,0,0,1,125069696.0
1822,101.0,99.0,54.0,398.0,748.0,1721,0.0,139.0,27000000.0,2004.0,489.0,5.9,0,0,0,1,8712564.0
1093,155.0,107.0,18.0,560.0,811.0,3106,5.0,379.0,45000000.0,2000.0,625.0,5.6,0,0,1,0,60786269.0
1198,161.0,129.0,42.0,49.0,97.0,318,7.0,203.0,40000000.0,2009.0,50.0,6.4,0,0,1,0,93952276.0
961,165.0,114.0,71.0,55.0,154.0,428,2.0,192.0,50000000.0,2003.0,131.0,6.2,0,0,1,0,60470220.0
2986,190.0,110.0,115.0,103.0,812.0,1540,0.0,98.0,12000000.0,2008.0,580.0,7.1,0,0,0,1,3148482.0
3051,175.0,98.0,0.0,123.0,358.0,1114,4.0,126.0,11000000.0,2012.0,156.0,6.8,0,0,1,0,18381787.0
2719,172.0,107.0,0.0,289.0,572.0,1627,2.0,199.0,15000000.0,2005.0,324.0,7.5,0,0,0,1,5023275.0
1033,103.0,96.0,43.0,77.0,841.0,1385,2.0,179.0,18000000.0,2009.0,342.0,3.7,0,0,1,0,8742261.0
